id,numero,familia,subfamilia,cuando_aplica,tipo,manual_ficha,tipificacion,causa_reclamo,proceso_resolucion,script_rrss,tiene_wizard
c4,4,"Despacho, entrega y estado del pedido",Modificaciones en la entrega,Cuando el cliente se comunique para preguntar sobre la podibilidad de agregar productos una vez realizada la compra o cambiar el tipo de despacho.,Consulta,,123086,Consulta para agregar productos post-compra,,"Agregar productos post compra SOD:

Te comento que mediante correo o App se te informará si en la compra realizada podrás agregar más productos. También podrás revisar directamente en la página principal de tu LiderApp la existencia de un banner que indica “Agrega más productos a tu pedido” o en la sección de “Tus Pedidos”🤝. 
Si no visualizas lo indicado☝️, significa que tu compra ha avanzado y no podrás agregar más productos, por lo que te invito a generar una nueva compra con lo que necesites🛒.",0
c5,5,Sitios web y apps Walmart,Mi Cuenta,Cliente desea orientación para que el cliente autogestione la modificación de datos personales en la Web/App,Consulta,,123084,Consulta para modificar datos de Mi Cuenta,,"Me indicas por favor, ¿desde dónde estás tratando de modificar tus datos? ¿lider.cl o lider app?🤔

(Respuesta cliente)

Indicación para el ejecutivo: Agregar en la descripción del caso lo que indica el cliente.

Lider App:

Entiendo, debes dirigirte al ícono de Mi Cuenta ubicado en la parte superior derecha de la Lider App y después seleccionar ""Mis datos"". Ahí podrás modificar tu información personal como nombre, apellidos, teléfono, género y fecha de nacimiento, (no se puede modificar ni Rut, ni correo electrónico, en caso de querer modificar su correo deberás responder las preguntas de seguridad). Una vez realizado este paso, deberás hacer clic en ""Guardar mis datos"", para poder realizar la modificación☝️.
   
Lider.cl:
Para modificar tus datos desde Lider.cl☝️, debes iniciar sesión en tu cuenta mediante el icono de “ingresar a mi cuenta”, ubicado en la esquina superior derecha de la página. Luego, deberás seleccionar la opción “Mi Cuenta”, donde podrás ver las siguientes secciones para modificar👇:
""Medios de pago""💳: En esta sección podrás editar y guardar los medios de pagos que utilizas para poder realizar compras, es posible guardar hasta 24 tarjetas.
""Información personal""🪪: En esta sección podrás editar y guardar tus datos personales como: Nombre, teléfono y contraseña, RUT no puede modificarse.
""Mis direcciones""🏠: En esta sección podrás editar y guardar todas las direcciones que utilices para recibir compras, es posible guardar hasta 20 direcciones.
""Mis datos bancarios""💰: En esta sección podrás editar y guardar los datos bancarios en caso de un reembolso débito. Te recomiendo siempre tener tus datos bancarios actualizados en caso de tener que hacer una devolución de dinero.

Indicación para el ejecutivo: Si cliente hace alusión a que no puede ingresar a su cuenta o quiere recuperar contraseña, irse a <Web/App no permite ingresar a mi cuenta> (10001010)",0
c5,5,Producto,Garantía de satisfacción,"Cliente desea devolver el producto sin uso, ya que cuando lo recibió no le gustó/se arrepintió de la compra (Garantía de satisfacción o retracto)",Solicitud,,155121,Devolución de producto por arrepentimiento,"Crear un caso en HOLA

*Si el monto de compra es menor a $1.000 se devolverá como pesos Mi club (excepto pagos con T Lider).

*Alerta “En caso de Garantía Legal o de Satisfacción, debes derivar a este cliente a tienda para que pueda ejercer la garantía con el producto físico y el documento que acredite la entrega” sobre la información personal del cliente. Crear caso y en la “Resolución elegida por el cliente” seleccionar “Cliente derivado a local” e indicar al cliente que debe ir a local.","SOD

1.Dentro del periodo de garantía de satisfacción (30 días) - compra online

Monto a devolver es MAYOR a $15.000:*

Indicación para el ejecutivo: Debes crear caso con resolución ""cliente derivado a local"":

Te comento que  para gestionar tu caso, debes dirigirte al local más cercano con el producto junto con la boleta✅.

*Monto a devolver es MENOR O IGUAL a $15.000*

Indicación para el ejecutivo: En ese caso debes realizar la cancelación de el/los productos(s) en Excalibur. Apóyate con el siguiente documento (Anulado parcial en primer contacto -SOD)

¿Te permitió cancelar los productos en Excalibur?

NO se pudo cancelar en Excalibur el/los productos que el cliente reclamó:

Indicación para el ejecutivo: Deberás crear el caso según el requerimiento del cliente, en la descripción deberás agregar la siguiente glosa “Error en cancelar” seguido de lo mencionado por el cliente. Adicionalmente en la “Resolución elegida por el cliente” deberás seleccionar “Devolver dinero”:

Te comento que debo registrar este caso para poder gestionar la devolución de tu dinero, la cual se podrá ver reflejada dentro del día o un plazo máximo de 7 días hábiles🤝.
 
Se pudo cancelar en Excalibur el/los productos que el cliente reclamo (ANULACIÓN PARCIAL EN PRIMER CONTACTO):

Indicación para el ejecutivo: Una vez que se haya generado la anulación deberás generar la captura de la cancelación de Excalibur, posteriormente debes crear caso con la resolución “Producto/s anulado en primer contacto” y deberás adjuntar la captura de la cancelación realizada:

Te comento que realizaré la anulación de los productos que me indicaste del pedido con número XXXX✅. El monto a devolver es de $XXXX  y la devolución de tu dinero se podrá ver reflejada dentro del día o un plazo máximo de 7 días hábiles🤝.

2. Fuera de plazo periodo de garantía satisfacción (30 días) - no aplica para Devolución de dinero:
De acuerdo con lo que me indicas☝️, respecto a que ya no quieres o necesitas tu producto, te comento que este ya se encuentra fuera de la garantía satisfacción. De todas maneras, registraré tu solicitud y lo que acabo de revisar en nuestro sistema💻. 

3. Dentro del periodo de garantía de satisfación (30 días) - Compra local:
Comprendo🙌. Para poder realizar la devolución de dinero, debes dirigirte al local para solicitar lo que necesitas. De todas maneras, registraré tu solicitud y lo que acabo de revisar en nuestro sistema💻.

Indicación para el ejecutivo: Ingresar el caso con resolución ""Cliente derivado a local"".

CATEX Y PDC:

PEDIDO PUNTO DE COMPRA (PDC):

Indicación para el ejecutivo: Cuando el pedido corresponda a un Punto de Compra, se deberá gestionar el retiro del producto y una vez completado este proceso, se realizará la devolución del dinero.

a) Efectivo será al mismo medio de pago y tendrá que derivarse a local:

Adicionalmente, te comento que tu devolución será realizada al mismo medio de pago, por lo cual deberás dirigirte a local para tu devolución✅.

b) Tarjeta de Crédito y Tarjeta de Débito
(la devolución es al mismo medio de pago): 
Adicionalmente, te comento que tu devolución será realizada al mismo medio de pago que utilizaste✅.

c)Tarjeta lider BCI transferencia. 
Adicionalmente, te comento que tu devolución será realizada por transferencia, por lo que te recomiendo tener actualizados tus datos bancarios en tu cuenta Lider✅.

3. ECOMMERCE (CATEX)  - Fuera de plazo (30 días) - No aplica devolución:
De acuerdo con lo que me indicas, respecto a que ya no quieres o necesitas tu producto, te comento que este ya se encuentra fuera de plazo de la garantía de satisfacción. De todas maneras, registraré tu solicitud y lo que acabo de revisar en nuestro sistema💻.

4. ECOMMERCE (CATEX)- Dentro de Plazo DDD monto menor o igual a 15.000 (APLICA KIP):
De acuerdo con lo que me indicas, tu solicitud respecto a que ya no quieres o necesitas tu producto, te comento que debo registrar este caso para poder gestionar la devolución de tu dinero y se podrá ver reflejada dentro del día o en un plazo de 7 días hábiles🤝.

5. ECOMMERCE (CATEX ) - Dentro de Plazo DDD (NO APLICA KIP)

5.1. Producto Parcel:
Te informo que para proceder con la devolución de dinero, debes dirigirte a un punto autorizado por Lider con el producto☝️, el cual debe ser devuelto en perfectas condiciones, sin signos evidentes de uso, con todos sus embalajes originales, manuales, accesorios, junto a los regalos promocionales asociados a la compra. En caso de no cumplir con estas condiciones le será imposible aplicar este beneficio descrito en la cláusula🤝.

Indicación para el ejecutivo: Debes ingresar el caso con resolución ""Cliente derivado a local"".

5.2. Producto BIG:
Para poder realizar la devolución de tu dinero, registraré en nuestro sistema tu solicitud de garantía de satisfacción☝️, solicitando la devolución y el correspondiente retiro de tu producto.

Adicionalmente, necesito realizarte las siguientes preguntas: Me podrías indicar por favor, ¿en qué fecha podríamos ir a retirar el producto a tu domicilio?, ¿el producto se encuentra embalado?, ¿es su embalaje original? 🤔.

a. Si el cliente informa que el producto NO está embalado: 
Comprendo🙌, para poder gestionar el retiro de tu producto, es necesario que puedas embalarlo con el embalaje original, de lo contrario el Courier no podrá retirarlo🤝. 

b. Si el cliente informa que el producto NO está en su embalaje original:
Si el producto no se encuentra con su embalaje original, no se puede gestionar el retiro de tu producto🙌.

Indicación para el ejecutivo: Dejar una nota con esta información en el caso del cliente. 

c. El producto SI cuenta con su embalaje original:

Con la información entregada, te comento que tus datos han sido ingresados correctamente✅. Tu caso será gestionado dentro de los próximos 3 días hábiles. Además, te informo que la devolución de tu dinero será gestionada una vez realizado el retiro de tu producto desde el domicilio. Es importante recordarte que una vez se retire el producto desde tu domicilio, recibirás un correo con la información y respaldo del retiro. Además, si compraste a través de un Punto de Compra, este correo te servirá como documento para poder ir al local y solicitar la nota de crédito, si es que optaste por una Devolución de dinero🤝.

Indicación para el ejecutivo: Ingresar caso con resolución ""Devolver dinero"".

*SÓLO Alerta en HOLA para garantías SOD/CATEX y Punto de compra

Pickup/HD:

Te comento que para poder gestionar tu requerimiento, debes dirigirte al local donde retiraste o al local más cercano con el producto y la boleta que acredite la compra🤝. De todas maneras, debo informarte que registraré este caso acerca de lo que solicitaste durante esta atención💻.

6.- ECOMMERCE (MARKETPLACE)

Indicación para el ejecutivo: Si cliente manifiesta que desea la devolución del producto por cualquier causa de garantía (de Satisfacción/Legal) en productos vendidos por Marketplace y Marketplace Internacional, debes inicialmente identificar qué producto es, posteriormente validar tipo de entrega:

Indicación para el ejecutivo: *Debes validar la fecha de compra, cuidando los plazos de garantía*:

Revisé tu compra y el producto está próximo a vencer su garantía☝️ (de Satisfacción/Legal). Para poder ayudarte a tiempo, la alternativa más rápida es que acudas a locales Hiper Lider con el producto y boleta🤝.

Tipo de entrega Pickup: Para este tipo de compra la única opción que debemos indicar al cliente es < Realizar la entrega del producto en locales Hiper Lider >. *(Debes continuar la atención con las indicaciones detallados en la opción A)*.

Tipo de entrega HD:

CASO 1:

-Producto Parcel: (Producto pequeño, fácil de transportar y que se envíe por mensajería) y cuyo valor sea igual o menor a $125.000 a excepción de productos frágiles:
Para este tipo de productos, puedes elegir entre las 3 opciones disponibles para devolver el mismo👉: Realizar la entrega del producto en locales Hiper Lider, devolver el producto en Puntos BlueExpress COPEC, o solicitar el retiro en domicilio🚚. *(Debes continuar la atención con las indicaciones detalladas según la opción elegida por el cliente A, B o C)*.
 
CASO 2:
 
-Producto Parcel: (Producto pequeño, fácil de transportar y que se envíe por mensajería) y cuyo valor sea mayor a $125.000 incluyendo productos frágiles:
Para este tipo de productos, puedes elegir entre las 2 opciones disponibles para devolver el mismo👉: Realizar la entrega del producto en locales Hiper Lider o solicitar el retiro en domicilio🚚. *(Debes continuar la atención con las indicaciones detalladas según la opción elegida por el cliente A o C)*.
 
CASO 3:
 
-Producto BIG: Camas, colchones, refrigeradores, cocinas y lavadoras: Para este tipo de producto la única opción que debemos indicar al cliente es <Retiro en domicilio para su posterior devolución de dinero>. *(Debes continuar la atención con las indicaciones detallados en la opción C)*.

Opción elegida por el cliente:

A.- realizar entrega de producto en locales Hiper Lider:
Te comento que, de acuerdo con tu solicitud, puedes acercarte a cualquiera de nuestras tiendas HIPER LIDER y entregar el producto en el área de Servicio al Cliente☝️.  
Una vez realizada la entrega, se generará automáticamente la devolución del dinero al mismo medio de pago utilizado en tu compra🛍️. En la tienda se te entregará un comprobante con los detalles de la devolución🤝.

Indicación para el ejecutivo: Debes crear SÓLO el caso con la casuística de garantía (de Satisfacción/Legal) correctamente identificada. Recuerda seleccionar correctamente la resolución elegida por el cliente “Cliente derivado a local”.
 
B.-Devolución en Puntos BlueExpress COPEC:

Te comento que, voy a registrar el caso para que el área especializada se comunique contigo dentro de los próximos 3 días🗓️. Una vez te contacten, recibirás un correo con la etiqueta y las instrucciones para embalar el producto correctamente. Con el producto ya embalado según las indicaciones, podrás llevarlo a cualquier Punto BlueExpress COPEC habilitado para completar la devolución. Te recomiendo entregarlo directamente en el mesón del punto BlueExpress COPEC🤝.

Indicaciones para el ejecutivo: Si cliente solicita apoyo con la dirección del punto copec más cercano a su domicilio. Debes validar la información en el link: https://www.blue.cl/personas/puntos-de-entrega, completar los datos necesarios y filtrando en el campo “tipos de punto” eligiendo la opción: Puntos BlueExpress COPEC. Podrás obtener la respuesta para el cliente y entregar la dirección.
 
Te comento que, el plazo máximo para entregar el producto es de 3 días desde la emisión de la etiqueta☝️. Si se excede este tiempo, deberás volver a contactarnos🙌.

Indicación para el ejecutivo: Debes crear SÓLO el caso con la siguiente casuística ""Coordinación retiro/entrega de producto en domicilio/punto”. Recuerda seleccionar correctamente la resolución elegida por el cliente “Devolver en Punto BlueExpress”. Dirígete al final del Script para revisar todo el detalle necesario que requiere este caso.
 
C.-Retiro a domicilio:

Te comento que, de acuerdo con tu solicitud, voy a verificar en nuestro sistema una posible fecha de retiro🗓️. (Revisar Excel de coberturas Marketplace).
De acuerdo con la información que me entrega nuestro sistema, La fecha de retiro será el día👉 XX-XX-XXXX.  
Para que se ejecute el retiro, es necesario que me otorgues la siguiente información👇:

Indicación para el ejecutivo: Debes crear SÓLO el caso con la siguiente casuística ""Solicitud de retiro de producto - No alimentario (170020)"". Recuerda seleccionar correctamente la resolución elegida por el cliente “Retirar producto/pedido”. Dirígete al final del Script para revisar todo el detalle necesario que requiere este caso.

IMPORTANTE:

**Detalle necesario que requiere el caso**:

•Descripción del caso debe comenzar con el encabezado: “Retiro en domicilio para Devolución de Dinero” o “Devolución en Puntos BlueExpress COPEC” según la opción elegida por el cliente.

•Número del Sg a Retirar:

•Descripción del producto: Tal como indica “HOLA” indica ítem Ejem 1234 Refrigerador.

•Cantidad de Unidades a Retirar:

•Precio del producto:

•Estado del producto: ""Sin daño, Daño menor, Daño grave, Daño irreparable"" y

adicional indica detalles del daño en caso de tenerlo como (abollado, rallado, quebrado).

•Estado del Embalaje: ""Embalado cliente""/""Nuevo y Sellado""/""Embalaje con daños"".

Siempre indicar a cliente que debe estar embalado.

•Cantidad de Bultos: Bultos/Paquetes en los que el cliente entregará el producto.

•Tipo de producto: BIG o Parcel, según corresponda.""",0
c6,6,"Despacho, entrega y estado del pedido",Estado del pedido,Cliente consulta para conocer el estado en el que se encuentra la compra o confirmar algun dato de ella,Consulta,Consulta por el estado del pedido (800101),800101,Consulta por el estado del pedido,,"SOD:

Luego de revisar con tus datos tu compra en nuestro sistema💻, te informo que el estado de tu pedido es: XXXX. Por último, te recuerdo que a través de la página o LiderApp puedes ingresar a ""Mi Cuenta"", luego hacer clic en ""Mis pedidos"", y revisar en línea el estado del pedido e historial de otras compras🤝.
 
Recuerda que también te estaremos informando vía correo electrónico más detalles acerca del estado de tus pedidos🚚.

CATEX:

Luego de revisar con tus datos la compra en nuestro sistema, te informo que el estado de tu pedido es: XXXX. Por último, te recuerdo que a través de la página puedes ingresar a ""Mi Cuenta"", luego hacer clic en ""Mis pedidos"", y revisar en línea el estado del pedido🤝.",0
c6,6,Atención a clientes,Atención,Cliente informa que alguna pertenencia o productos de una compra fueron olvidados o dejados en el local,Solicitud,"Olvido de objeto(s)/producto(s) en el local o locker
(200613)",200613,Olvido de objeto(s)/producto(s) en el local o locker,,Te comento que debes dirigirte al local donde ocurrió la pérdida del objeto / producto y acudir al sector de servicio al cliente. Ahí te prestarán la ayuda necesaria para que puedas recuperar tus pertenencias🙌.,0
c7,7,Producto,Información y disponibilidad de productos,Cliente consulta acerca de cómo funciona un producto o cómo armarlo correctamente.,Consulta,"Consulta por funcionamiento/instrucciones de 
armado del producto (123080)",123080,Consulta por funcionamiento/instrucciones de armado del producto,,"Funcionamiento producto / Dudas armado:

Te recomiendo verificar el manual incluído dentro de la caja de tu producto para revisar las instrucciones de uso/armado☝️.

Servicio de armado:

En este momento no contamos con servicio de armado disponible☝️.",0
c7,7,Atención a clientes,Atención,"Cliente desea entregar un reconocimiento, ya sea a un colaborador, producto, campaña, etc.",Felicitación,,300004,Felicitación,,"Gracias por tu preferencia y por compartir tu experiencia positiva con nosotros💙. En Lider, valoramos mucho a nuestros clientes y estamos encantados de saber que tu experiencia ha sido satisfactoria. Es muy importante para nosotros valorar el esfuerzo de cada uno de nuestros colaboradores. Para dejar registro de este comentario por favor indícame tu correo y Rut😊.",0
c7,7,Funcionamiento y Entorno de Local/CD,Locker,Cliente informa que se ha extraviado la llave y requiere de una nueva para poder abrir el locker,Solicitud,Pérdida de la llave del locker (400103),400103,Pérdida de la llave del locker,,"Te comento que debes dirigirte al local donde ocurrió la pérdida de la llave del locker acercándote a servicio al cliente, donde te prestarán la ayuda necesaria para que puedas recuperar tus pertenencias🙌.",0
c8,8,Funcionamiento y Entorno de Local/CD,Sala,"Cliente solicita información de un local, como aperturas en feriados, horarios de atención, dirección o contacto de la tienda",Consulta,"Consulta onsulta por horario, dirección y/o teléfono del local 
(201302)",201302,"Consulta por horario, dirección y-o teléfono de local",,"Te informo que para saber nuestros horarios y listado de supermercados que se encuentran abiertos para el día de hoy, debes ingresar al sitio lider.cl/tiendas o bien a nuestra LiderApp, donde debes seleccionar el botón ""Mi Cuenta"" para después ingresar a la sección de ""ayuda y contacto"" y marcar la opción ""Nuestros locales y Horarios""☝️.",0
c9,9,"Despacho, entrega y estado del pedido",Estado del pedido,"Cliente dese aconfirmar N° de orden de un pedido existente. Si cliente compró y no está en sistema, usar causa 'No recibe correo de confirmación'",Consulta,Consulta por número de pedido (800501),800501,Consulta por número de pedido,,"Luego de revisar con tus datos la compra en nuestro sistema, te informo que el número de tu pedido es 👉: XXXX. Por último, te recuerdo que a través de la LiderApp puedes ingresar a ""Mi Cuenta"", luego hacer clic en ""Tus pedidos"", y revisar en línea el estado del pedido☝️.",0
c9,9,Sitios web y apps Walmart,Mi Cuenta,Cliente reclama que hubo un cambio en la información personal del cliente y este desconoce haberlo realizado,Reclamo,,10001013,Cliente desconoce actualización de datos,Crear un caso en HOLA,"Entiendo lo que me comentas. Te informo que para poder ingresar el detalle del caso, es necesario que por favor me indiques, ¿en cuál sitio web/App está ingresando?🤔. 

(Respuesta cliente)

Comprendo, te comento que para actualizar nuevamente tus datos debes ingresar a tu cuenta y modificarlos en la sección “información de la cuenta”. Si no puedes acceder a tu cuenta, debes solicitar una nueva contraseña seleccionando ""¿Olvidaste tu contraseña?""☝️.",0
c10,10,"Despacho, entrega y estado del pedido",Problemas con la entrega,Cliente consulta por productos que no fueron enviados pero estos fueron sustituidos o quebrados y no cobrados,Consulta,"Consulta por productos 
enviados/sustituidos/faltantes (800400)",800400,Consulta por productos enviados/sustituidos/faltantes,"1. Consulta sobre productos enviados: revisar en HOLA en la sección “Enviados” 

2. Consulta sobre productos sustituidos: revisar en HOLA en la sección “Sustituidos” 

3. Consulta sobre productos faltantes: revisar en HOLA. Si son faltantes totales, es decir, si están agotados todas las unidades del ítem, debes revisar la sección “Faltantes”, si son parciales debes revisar la sección “Enviados”","1. Consulta sobre productos enviados (productos entregados, es decir lo que se cobró y salió en la boleta)

a. Home Delivery:
Luego de revisar en nuestro sistema, los productos que fueron enviados a tu domicilio son: XX, XX, XX🚚.

b. Pick Up:
Luego de revisar en nuestro sistema, los productos que fueron entregados en tienda son: XX, XX, XX📦.
 
2. Consulta sobre productos sustituidos

a. Cliente tiene dudas sobre los sustitutos:
Según nuestro sistema, se registran los siguientes sustitutos: XX, XX, XX🛒.

b. Cliente indica que él quería la sustitución de los productos y se le genero la devolución de dinero. El campo “Respuesta cliente” dice lo siguiente “No acepta sustitutos”:
En nuestro sistema se registra que “No acepta sustitutos”, esto puede ser porque al momento de llegar el mensaje final por WhatsApp donde te preguntamos si coinciden los sustitutos con lo acordado en la llamada, seleccionaste la opción “Reembolso”☝️ , o porque dentro de los 5 minutos que se envía el mensaje no se seleccionó una respuesta, por lo tanto, se generó la devolución de dinero de los productos que no se sustituyeron🤝. 

Nos aseguramos de no cobrarle a nuestros clientes por un producto que no acordaron y debido a que tu devolución de dinero ya fue gestionada, no es posible realizar una nueva entrega de tus productos🤝.  
 
c. Cliente se comunica indicando que quería la Devolución de dinero y le llegaron los productos: El campo “Respuesta cliente” dice lo siguiente “Acepta sustitutos”:
Según nuestro sistema, se registra que aceptaste los sustitutos enviados en el mensaje de confirmación a través de WhatsApp, por lo que no se puede generar el reembolso en este caso🤝. 

d. Cliente se comunica indicando que no estaba en conocimiento que debía pagar un costo adicional por “Aceptar sustitutos”. El campo “Respuesta cliente” dice lo siguiente “Acepta sustitutos”:
Según nuestro sistema, se registra que “Acepto los sustitutos”, con un costo adicional indicado en el mensaje de confirmación a través de Whatsapp, por lo tanto, no se puede generar un reembolso de los productos que ya fueron entregados🤝. 

3. Consulta sobre productos faltantes (quiebres totales o parciales):
Luego de revisar en nuestro sistema, los productos que no fueron enviados son los siguientes👉: XX, XX, XX, por lo tanto, se generará la devolución de forma automática. La devolución de tu dinero se podrá ver reflejada dentro del día o un plazo máximo de 7 días hábiles🤝.",0
c11,11,Sitios web y apps Walmart,Mi Cuenta,"Cliente denuncia que la web o app no permite ingresar a la cuenta ya creada del cliente, ya sea porque no reconoce el usuario o no le llega código",Reclamo,,10001010,Web/App no permite ingresar a Mi Cuenta,Crear un caso en HOLA,"Comprendo lo que me informas, para poder gestionar tu caso, es necesario que me indiques, ¿en qué sitio estás intentando ingresar?🤔.

Indicación para el ejecutivo: Recordar que para lider.cl, no se ingresa con contraseña sino que con código de seis dígitos enviados al correo de la cuenta.

Lider App:

Para poder guiarte de mejor forma, ¿me puedes indicar qué mensaje te aparece al tratar de ingresar a tu cuenta?🤔.

1. Cliente hace alusión a que app le indica contraseña incorrecta:
Te comento que para poder volver a ingresar a tu cuenta, debes recuperar tu contraseña, seleccionando “recuperar contraseña”☝️.

Recuperar contraseña desde Lider App:
Para restablecer tu contraseña, debes seleccionar la opción de “recuperar contraseña” y seguir los pasos indicados. Te llegará un código de verificación a tu correo con el asunto “Este es tu código de verificación”. Recuerda revisar Spam o correo no deseado para obtener el código de recuperación☝️.

**Cliente hace alusión de que no puede recuperar la contraseña ya que no tiene acceso al correo/correo no es suyo**

Indicación para el ejecutivo: Dirigirse a preguntas de seguridad de <Procedimiento para validar y modificar datos del cliente> (12P4) para modificar correo.

Cliente indica que trata de restablecer contraseña y no le llega correo:

Entiendo, si ya revisaste spam o correo no deseado y no te ha llegado el correo, puedes intentar recuperando la contraseña desde lider.cl (en caso de que cliente esté tratando de recuperar desde lider app) o lider app (en caso contrario).

2. Cliente hace alusión a que el sitio le indica que correo no está registrado en el sistema al momento de recuperar contraseña y en HOLA aparecen correctamente sus datos actualizados:
Te comento que si tienes tus datos actualizados y el sitio te indica que el correo no está en nuestros registros, es porque debes crearte una cuenta para poder comprar de forma online☝️.

3. Cliente indica que al crear cuenta mensaje informa ya existe:
Si estás usando un Rut que ya tiene cuenta, verás un mensaje que indica lo siguiente “El Rut ingresado ya está asociado a una cuenta”. Eso significa que puedes intentar iniciar sesión con el correo asociado a la cuenta☝️.

Cliene hace alusión a que no recuerda correo asociado a su cuenta:

Te comento que para poder entregarte la información del correo electrónico asociado a tu cuenta, deberás responder unas preguntas para validar tu identidad respecto a su última compra con nosotros☝️.

Indicación para el ejecutivo: Dirigirse a preguntas de seguridad de <Procedimiento para validar y modificar datos del cliente> (12P4)

Si cliente contesta correctamente las preguntas, se entrega información de correo.

Si cliente quiere modificar su correo electrónico posterior a entregarle la información del correo asociado a su cuenta:

Te informo que la actualización de tu correo ya se encuentra disponible, al ingresar a nuestro sitio, en primer lugar tendrás que validar tu nuevo correo y una vez validado, seleccionar recuperar contraseña para poder ingresar☝️.

Indicación para el ejecutivo: En caso de que al modificar el correo aparezca utilizado en otra cuenta, dirigirse a procedimiento y causa <Web/App no permite actualizar datos de Mi Cuenta (1000101)>.

Si cliente responde de forma incorrecta:

Te comento que las respuestas no coinciden con lo registrado en nuestro sistema, por seguridad de tu información te invitamos a dirigirste a la tienda más cercana con tu carnet de identidad para poder entregarte la información solicitada☝️.",0
